title,author,publish_press,yizhe,publish_time,pages,price,series,series_url,ISBN,score,pingjiarenshu,url
灵魂的转向 : 柏拉图的《帕默尼德》,[美国]            米勒, 华东师范大学出版社·六点分社,, 2015-3, 288, 48.00,西方传统：经典与解释·柏拉图注疏集,https://book.douban.com/series/5861, 9787567527430,8.9,21,https://book.douban.com/subject/26261125/
古典政治理性主义的重生 : 施特劳斯思想入门,施特劳斯, 华夏出版社,"郭振华,叶然", 2011-1, 362, 35.00元,西方传统：经典与解释·施特劳斯集,https://book.douban.com/series/5864, 9787508060682,9.3,171,https://book.douban.com/subject/5919997/
阅读施特劳斯 : 政治学、哲学、犹太教,【美】斯密什, 华夏出版社,"高艳芳,高翔", 2012-2, 330, 43.00元,西方传统：经典与解释·施特劳斯集,https://book.douban.com/series/5864, 9787508067940,8.1,62,https://book.douban.com/subject/10549660/
犹太哲人与启蒙 : 施特劳斯讲演与论文集：卷一,刘小枫, 华夏出版社,张缨 等, 2009-12, 454, 39.00元,西方传统：经典与解释·施特劳斯集,https://book.douban.com/series/5864, 9787508055428,8.4,53,https://book.douban.com/subject/4213819/
民主的本性 : 托克维尔的政治哲学,(法)皮埃尔·马南, 华夏出版社,"崇明,倪玉珍", 2011-8, 197, 29.00元,西方传统：经典与解释,https://book.douban.com/series/673, 9787508065793,8.8,100,https://book.douban.com/subject/6850132/
稼轩词编年笺注 ,[宋]辛弃疾  著                   /                邓广铭  笺注, 上海古籍出版社,, 2016-7, 1032, 178.00元,中国古典文学丛书（典藏本）,https://book.douban.com/series/36718, 9787532579792,9.6,39,https://book.douban.com/subject/26836953/
中国禅宗与诗歌 : 周裕锴禅学书系,周裕锴, 复旦大学出版社,, 2017-10,, 55.00元,周裕锴禅学书系,https://book.douban.com/series/40472, 9787309130973,8.4,33,https://book.douban.com/subject/27597187/
苍虬阁诗集 : 中国近代文学论丛,陈曾寿 著 张寅彭 王培军 校点, 上海古籍出版社,, 2012-10, 591, 52.00元,中國近代文學叢書,https://book.douban.com/series/1636, 9787532565054,9.6,23,https://book.douban.com/subject/20280636/
陈献章集（上下册） ,[明]陈献章, 中华书局,, 1987.7, 988页, 98.00元,理學叢書,https://book.douban.com/series/739, 9787101002553,9.3,28,https://book.douban.com/subject/2338018/
散原精舍诗文集（增订本） ,陈三立 著                   /                李开军 校点, 上海古籍出版社,, 2014-10, 870, 188.00元,中國近代文學叢書,https://book.douban.com/series/1636, 9787532572564,9.6,24,https://book.douban.com/subject/26220270/
北堂书钞 ,[唐]虞世南  辑录, 学苑出版社,, 2015-7,, 780.00元,,, 9787507747904,,,https://book.douban.com/subject/26499223/
清真集箋注（全二冊） : （修订本）,周邦彦, 上海古籍出版社,罗忼烈 笺注, 2008-11, 691, 68.00元,中國古典文學叢書（精裝）,https://book.douban.com/series/4957, 9787532550418,9.4,55,https://book.douban.com/subject/3361104/
灵魂与心 : 钱穆先生全集,钱穆, 九州出版社,, 2011-7, 201, 28.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810039,7.9,61,https://book.douban.com/subject/10508339/
历史与文化论丛 ,钱穆, 九州出版社,, 2011-7, 428, 58.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810084,8.2,42,https://book.douban.com/subject/10505534/
文化与教育 : 錢穆先生全集,钱穆, 九州出版社,, 2011-7, 367, 48.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810091,8.5,19,https://book.douban.com/subject/7064587/
中国文化精神 ,钱穆, 九州出版社,, 2011-7, 233, 34.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510809804,8.1,93,https://book.douban.com/subject/6401126/
东西均注释（外一种） ,[明] 方以智 撰, 中华书局,庞朴 注释, 2016-7, 526, 58.00,中國思想史資料叢刊,https://book.douban.com/series/1125, 9787101117424,9.6,13,https://book.douban.com/subject/26863242/
陆九渊集 ,陆九渊, 中华书局,钟哲, 2008-10-01, 567, 56.00元,理學叢書,https://book.douban.com/series/739, 9787101061918,9.3,107,https://book.douban.com/subject/3237869/
戴震集 ,戴震                   /                汤志钧, 上海古籍出版社,, 1980年, 508页, 1.8元,,,,9.4,12,https://book.douban.com/subject/1916389/
楚辞集注 ,[宋]朱熹  著                   /                        黄灵庚 整理, 上海古籍出版社,, 2016-1, 404, 48.00元,楚辞要籍丛刊,https://book.douban.com/series/33121, 9787532576371,8.9,32,https://book.douban.com/subject/26706795/
心体与性体 ,牟宗三, 吉林出版集团责任有限公司,, 2013-7, 1560, 198.00元,牟宗三文集,https://book.douban.com/series/2399, 9787553400693,9.5,54,https://book.douban.com/subject/24749386/
哲学与现象学 ,[德]马克思•舍勒                   /                刘小枫 主编, 北京师范大学出版社,, 2014-6, 264, 45元,舍勒作品系列,https://book.douban.com/series/23639, 9787303169825,8.2,35,https://book.douban.com/subject/25880418/
谭嗣同全集 : 增订本,方行          /                    蔡尚思, 中华书局,, 1981-1, 561, 25.00元,中国近代人物文集丛书,https://book.douban.com/series/6384, 9787101018295,9.3,24,https://book.douban.com/subject/2070728/
黄侃手批白文十三经（上.下） ,黄侃, 中华书局,, 2006-5, 1734, 368.00元,黃侃文集,https://book.douban.com/series/5712, 9787101049091,9.1,29,https://book.douban.com/subject/1944202/
孟子字义疏证 ,[清]戴震著                   /                何文光整理, 中华书局,, 2008-10, 232页, 22.00元,理學叢書,https://book.douban.com/series/739, 9787101007596,9.0,130,https://book.douban.com/subject/3243764/
欧洲科学的危机与超越论的现象学 ,胡塞尔, 商务印书馆,王炳文, 2001-12, 666, 34.0,汉译世界学术名著丛书·哲学,https://book.douban.com/series/24, 9787100031769,8.8,25,https://book.douban.com/subject/1066494/
人心与人生 ,梁漱溟," 上海人民出版社,B_上海人民出版社",, 2011-4-1, 250, 32.00元,梁漱溟作品集,https://book.douban.com/series/11939, 9787208098459,8.5,319,https://book.douban.com/subject/6395235/
同情感与他者 ,[德]马克思•舍勒                   /                刘小枫 主编, 北京师范大学出版社,, 2014-6-1, 296, 48.00元,舍勒作品系列,https://book.douban.com/series/23639, 9787303161478,9.0,68,https://book.douban.com/subject/25880426/
资本主义的未来 ,[德]马克思•舍勒                   /                刘小枫 主编, 北京师范大学出版社,, 2014-6, 280, 48元,舍勒作品系列,https://book.douban.com/series/23639, 9787303161454,8.3,43,https://book.douban.com/subject/25880483/
阳明学述要 ,钱穆, 九州出版社,, 2011-1, 128, 24.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510806988,8.8,262,https://book.douban.com/subject/6097211/
先秦诸子系年 ,钱穆, 九州出版社,, 2011-1, 642, 98.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510807046,9.0,63,https://book.douban.com/subject/6116198/
古史地理论丛 : 錢穆先生全集,钱穆, 九州出版社,, 2011-7, 359, 48.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810107,8.0,22,https://book.douban.com/subject/7000813/
经学历史 ,皮锡瑞, 中华书局,, 2008年第二版, 364, 29.00元,皮锡瑞经学著作二种,https://book.douban.com/series/1997, 9787101005349,8.7,395,https://book.douban.com/subject/3235571/
朱熹的历史世界 : 宋代士大夫政治文化的研究,余英时, 生活·读书·新知三联书店,, 2011-7, 922, 78.00元,余英时作品系列（精装）,https://book.douban.com/series/11952, 9787108037008,9.2,715,https://book.douban.com/subject/6810086/
现代儒学的回顾与展望 ,余英时, 生活·读书·新知三联书店,, 2012-4, 420, 46.00元,余英时作品系列（精装）,https://book.douban.com/series/11952, 9787108040220,8.6,133,https://book.douban.com/subject/10606573/
中国学术思想史论丛 (二) ,钱穆, 生活·读书·新知三联书店,, 2009-12, 344, 25.80元,钱穆作品系列（三联2001版）,https://book.douban.com/series/914, 9787108032140,8.6,24,https://book.douban.com/subject/3757799/
論語義疏 ,[梁] 皇侃                   /                        高尚榘, 中华书局,, 2013-11, 580, 56.00,中國思想史資料叢刊,https://book.douban.com/series/1125, 9787101092967,9.0,73,https://book.douban.com/subject/25775565/
经学抉原 ,蒙文通, 上海人民出版社,, 2006-8, 279, 28.00元,世纪人文系列丛书·世纪文库,https://book.douban.com/series/287, 9787208063006,9.3,165,https://book.douban.com/subject/1881438/
西漢經學源流 ,王葆玹, 東大圖書,, 97/08/01,, NT$ 360,,, 9789571929446,9.2,33,https://book.douban.com/subject/3290274/
義疏學衰亡史論 ,喬秀岩, 萬卷樓圖書公司,, 2013-7, 278,,經學史研究叢刊,https://book.douban.com/series/19187, 9789577398031,8.5,61,https://book.douban.com/subject/25702161/
章太炎学术年谱 ,姚奠中                   /                董国炎, 三晋出版社,, 2014, 516,,,, 9787545709278,,,https://book.douban.com/subject/25889826/
新亚遗铎（新校本） : 钱穆先生全集,钱穆, 九州出版社,, 2011-7, 600, 96.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810008,8.8,18,https://book.douban.com/subject/10345061/
双溪独语 ,钱穆, 九州出版社,, 2011-7, 504, 68.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810022,8.4,29,https://book.douban.com/subject/6976547/
尚书诠译 ,金兆梓, 中华书局,, 2010-08-01, 480, 36.00,中國古典名著譯注叢書,https://book.douban.com/series/1124, 9787101074635,7.3,34,https://book.douban.com/subject/5038637/
中国史学发微 ,钱穆, 九州,, 2011-7, 297, 42.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510809286,7.7,32,https://book.douban.com/subject/6798667/
中国学术思想史论丛（四） ,钱穆, 生活·读书·新知三联书店,, 2009-12, 292, 22.80元,钱穆作品系列（三联2001版）,https://book.douban.com/series/914, 9787108032164,8.3,23,https://book.douban.com/subject/3757801/
孔子传 ,钱穆, 九州出版社,, 2011-1, 230, 38.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510807039,8.4,71,https://book.douban.com/subject/6097216/
中国文学论丛 ,钱穆, 九州出版社,, 2011-7, 310, 45.00元,钱穆先生全集,https://book.douban.com/series/7547, 9787510810060,8.9,41,https://book.douban.com/subject/10435398/
新资料与中古文史论稿 ,刘安志, 上海古籍出版社,, 2014-7, 420, 99.00,,, 9787532572243,9.0,42,https://book.douban.com/subject/25913463/
新出魏晋南北朝墓志疏证（修订本） ,罗新                   /                叶炜, 中华书局,, 2016-5-1, 590, CNY 176.00,北京大学中国古代史研究中心丛刊,https://book.douban.com/series/12940, 9787101116397,9.1,86,https://book.douban.com/subject/26834932/
《春秋》与“汉道” : 两汉政治与政治文化研究,陈苏镇, 中华书局,, 2011-9-1, 618, 88.00元,北京大学中国古代史研究中心丛刊,https://book.douban.com/series/12940, 9787101080186,9.0,516,https://book.douban.com/subject/6854982/
古代中国与皇帝祭祀 ,[日] 金子修一, 复旦大学出版社,"肖聖中,吳思思,王曹傑", 2017-7-1, 252, CNY 45.00,日本学者古代中国研究丛刊,https://book.douban.com/series/34408, 9787309130317,8.1,89,https://book.douban.com/subject/27078752/
魏晋南北朝官僚制研究 ,[日] 窪添慶文, 复旦大学出版社,"趙立新,凃宗呈,胡雲薇,魏郁欣,呂雅婷,何源湖,黃胡群", 2017-8-1, 482, CNY 70.00,日本学者古代中国研究丛刊,https://book.douban.com/series/34408, 9787309130409,7.6,72,https://book.douban.com/subject/27082390/
二重奏 : 北魏前期政治制度,严耀中, 中西书局,, 2019-12, 292, 48,彩虹口袋书,https://book.douban.com/series/51053, 9787547516416,8.3,29,https://book.douban.com/subject/34894604/
中古时期社邑研究 ,郝春文, 上海古籍出版社,, 2019-4-1, 420, 128,,, 9787532591428,7.9,25,https://book.douban.com/subject/33406315/
中古异相 : 写本时代的学术、信仰与社会,余欣, 上海古籍出版社,, 2015-6, 415, 88.00元,中古中国知识·信仰·制度研究书系,https://book.douban.com/series/12637, 9787532576234,8.1,78,https://book.douban.com/subject/26393869/
平城历史地理学研究 ,(日) 前田正名, 上海古籍出版社,, 2012-8, 428, 68.00元,日本中国史研究译丛,https://book.douban.com/series/4086, 9787532564071,8.9,59,https://book.douban.com/subject/10569639/
魏晋政治社会史研究 ,(日) 福原启郎, 江苏人民出版社,"陆帅,刘萃峰,张紫毫", 2021-2, 492, 88.00元,海外中国研究丛书,https://book.douban.com/series/22, 9787214255587,,,https://book.douban.com/subject/35220989/
西汉侯国地理 ,马孟龙, 上海古籍出版社,, 2013-11, 556, 88,中古中国知识·信仰·制度研究书系,https://book.douban.com/series/12637, 9787532567843,8.8,73,https://book.douban.com/subject/25758929/
余嘉锡论学杂著（两册） ,余嘉锡, 中华书局,, 2007-12重印, 681, 69.00元,余嘉锡著作集,https://book.douban.com/series/2698, 9787101056440,9.6,123,https://book.douban.com/subject/2371902/
南朝陈会要 : 南朝陈会要,朱铭盘, 上海古籍出版社,, 2006-12, 316, 24.00元,歷代會要叢書,https://book.douban.com/series/452, 9787532545681,7.8,10,https://book.douban.com/subject/2016345/
唐仆尚丞郎表 : 严耕望史学著作集,严耕望, 上海古籍,, 2007.03, 1140, 88.00元,嚴耕望史學著作集,https://book.douban.com/series/4618, 9787532546800,9.8,47,https://book.douban.com/subject/2156251/
唐代财政史稿（共五册） ,李锦绣, 社会科学文献出版社,, 2007-6, 2280, 298.00元,中国社会科学院文库·历史考古研究系列,https://book.douban.com/series/8488, 9787802304253,9.3,45,https://book.douban.com/subject/2160940/
北周地理志（全二册） : 王仲荦著作集,王仲荦, 中华书局,, 2007-12, 1188, 85.00元,王仲犖著作集,https://book.douban.com/series/368, 9787101055795,8.9,37,https://book.douban.com/subject/2364988/
通鉴隋唐纪比事质疑 : 岑仲勉著作集,岑仲勉, 中华书局,, 2004-04, 402, 38.00,岑仲勉著作集,https://book.douban.com/series/1314, 9787101041835,8.4,32,https://book.douban.com/subject/1052496/
汉唐间史学的发展 ,胡宝国, 商务印书馆,, 2003-11-1, 239, 14.00元,中国社会科学院历史研究所专刊,https://book.douban.com/series/2597, 9787100037891,9.3,332,https://book.douban.com/subject/1151870/
唐代官修史籍考 ,杜希德, 上海古籍出版社,黄宝华, 2010-11-1, 280, 49.00元,剑桥中华文史丛刊,https://book.douban.com/series/5069, 9787532556434,9.0,105,https://book.douban.com/subject/4905951/
出土墓志所见中古谱牒研究 ,陈爽, 学林出版社,, 2015-7, 571, 128.00元,,, 9787548608271,8.2,53,https://book.douban.com/subject/26575646/
新出魏晋南北朝墓志疏证 ,罗新                   /                叶炜, 中华书局,, 2005-1, 636, 39.00元,,, 9787101043204,8.7,68,https://book.douban.com/subject/1423249/
通鉴学 ,张煦侯, 北京联合出版公司,"邓小南,陈尚君,辛德勇", 2019-6,, 68.00元,低音·回响,https://book.douban.com/series/46886, 9787559627933,8.8,111,https://book.douban.com/subject/30390926/
两汉太守刺史表 ,严耕望, 北京联合出版公司,有2020年5月2印本, 2020-3,, 88.00元,低音·回响,https://book.douban.com/series/46886, 9787559634481,9.5,38,https://book.douban.com/subject/34660484/
秦汉地方行政制度 : 中国地方行政制度史 甲部,严耕望 著, 低音·北京联合出版公司,, 2020-6, 480, 108.00元,低音·回响,https://book.douban.com/series/46886, 9787559634498,9.5,59,https://book.douban.com/subject/34660492/
魏晋南北朝通史 ,(日) 冈崎文夫, 中西书局,肖承清, 2020-10, 355, 88.00元,,, 9787547516768,8.7,29,https://book.douban.com/subject/35152222/
晋武帝司马炎 ,(日) 福原启郎, 江苏人民出版社,陆帅, 2020-1, 264, 48.00元,海外中国研究丛书,https://book.douban.com/series/22, 9787214238344,7.8,317,https://book.douban.com/subject/34800959/
明史（上、下册） ,南炳文                   /                        汤纲, 上海人民出版社,, 2003-04, 1530, 96.00,中国断代史系列,https://book.douban.com/series/2895, 9787208041264,7.3,190,https://book.douban.com/subject/1013094/
太平天国的历史和思想 ,王庆成, 中国人民大学出版社,, 2010-4, 623, 65.00元,当代中国人文大系,https://book.douban.com/series/2002, 9787300118864,8.6,40,https://book.douban.com/subject/4812991/
五代时期北方中国的权力结构 ,王赓武, 中西书局,"胡耀飞,尹承", 2014-4, 251, 35.00元,中西学术文丛,https://book.douban.com/series/18526, 9787547506431,7.9,248,https://book.douban.com/subject/25881733/
大明旗号与小中华意识 : 朝鲜王朝尊周思明问题研究（1637-1800）,孙卫国, 商务印书馆,, 2007-11, 490, 32.00元,中国社会历史与文化研究丛书,https://book.douban.com/series/13339, 9787100056212,8.8,185,https://book.douban.com/subject/2353973/
经略幽燕 : 宋辽战争军事灾难的战略分析,曾瑞龙, 北京大学出版社,, 2013-1, 384, 49.00元,博雅史学论丛·中国史系列,https://book.douban.com/series/2043, 9787301214640,8.8,314,https://book.douban.com/subject/20399472/
鼎革之际 : 明清交替史文集,秦晖, 山西人民出版社,, 2019-7, 364, 78.00,汉唐阳光人文图书,https://book.douban.com/series/17556, 9787203108818,7.5,150,https://book.douban.com/subject/34691868/
明代黄册研究 ,栾成显, 中国社会科学出版社,, 1998-7, 502, 45.00元,中国社会科学院文库·历史考古研究系列,https://book.douban.com/series/8488, 9787500421764,9.2,50,https://book.douban.com/subject/2197306/
明代驿站考 : 附：寰宇通衢、一統路程圖記、士商類要,杨正泰, 上海古籍出版社,, 2006-11-1, 468, 98.00元,,, 9787532543748,8.9,36,https://book.douban.com/subject/1956038/
明代的军屯 : 现代史学家文丛,王毓铨, 中华书局,, 2009-08, 388, 32.00元,现代史学家文丛,https://book.douban.com/series/1998, 9787101068580,7.9,34,https://book.douban.com/subject/3882365/
在国家与社会之间 : 明清广东地区里甲赋役制度与乡村社会,刘志伟, 中国人民大学出版社,, 2010-3, 292, 35.00元,当代中国人文大系,https://book.douban.com/series/2002, 9787300118376,9.2,289,https://book.douban.com/subject/4737019/
中国近代财政史研究 ,(日) 岩井茂树, 社会科学文献出版社,付勇, 2011-11-1, 438, 59.00元,国家清史编纂委员会•编译丛刊,https://book.douban.com/series/336, 9787509722930,9.4,115,https://book.douban.com/subject/6146403/
明清时代史的基本问题 ,森正夫                   /                        野口铁郎                   /                        滨岛敦俊                   /                        岸本美绪                   /                        佐竹彦靖 编, 商务印书馆,"周绍泉,栾成显", 2013-8, 579, 45.00,中国史学的基本问题,https://book.douban.com/series/6877, 9787100092708,8.5,150,https://book.douban.com/subject/25716863/
明代班军制度研究 : 以京操班军为中心,彭勇, 中央民族大学出版社,, 2006-1-1, 465, 30.00元,中央民族大学国家“十五”“211工程”建设项目,https://book.douban.com/series/35909, 9787810569729,,,https://book.douban.com/subject/1953452/
明清福建家族组织与社会变迁 ,郑振满, 中国人民大学出版社,, 2009-9-1, 287, 36.00元,当代中国人文大系,https://book.douban.com/series/2002, 9787300111476,8.9,212,https://book.douban.com/subject/4050715/
明清史论著集刊（上下） ,孟森, 中华书局,, 2006-4, 801, 54.00元,孟森著作集,https://book.douban.com/series/2093, 9787101050332,9.3,62,https://book.douban.com/subject/1825042/
明史纪事本末(全四册) ,(清)谷应泰, 中华书局,, 1977, 1618, 第一册:1.25元;第二册:1.20元;第三册:1.20元;第四册:1.20元,历代纪事本末,https://book.douban.com/series/32364,,8.8,167,https://book.douban.com/subject/2378481/
心史丛刊 ,孟森, 中华书局,, 2006-4, 301, 23.00元,孟森著作集,https://book.douban.com/series/2093, 9787101050295,8.9,60,https://book.douban.com/subject/1832715/
读通鉴论（上中下册） ,王夫之, 中华书局,舒士彦 注解, 2004-04, 600, 96.00元,王夫之著作,https://book.douban.com/series/1563, 9787101013535,9.3,570,https://book.douban.com/subject/1056883/
野蛮大陆 : 第二次世界大战后的欧洲,[英] 基思·罗威, 社会科学文献出版社,黎英亮, 2015-7, 526, 72.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787509772775,9.0,3024,https://book.douban.com/subject/26354440/
中国1945 : 中国革命与美国的抉择,[美] 理查德·伯恩斯坦, 社会科学文献出版社,季大方, 2017-3-1, 480, 76.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787509796726,8.4,1489,https://book.douban.com/subject/26865333/
海洋帝国 : 地中海大决战,[英] 罗杰·克劳利, 社会科学文献出版社·甲骨文,陆大鹏, 2014-6, 450, 55.00元,地中海史诗三部曲,https://book.douban.com/series/23891, 9787509744208,9.1,3589,https://book.douban.com/subject/25891321/
征服者 : 葡萄牙帝国的崛起,[英] 罗杰·克劳利, 社会科学文献出版社,陆大鹏, 2016-12, 452, 69.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787509795941,8.7,1488,https://book.douban.com/subject/26901940/
金雀花王朝 : 缔造英格兰的武士国王与王后们,[英] 丹·琼斯, 社会科学文献出版社,陆大鹏, 2015-8-1, 663, 88.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787509768129,8.6,3881,https://book.douban.com/subject/26276743/
南京1937 : 血战危城,何铭生, 社会科学文献出版社,"季大方,毛凡宇,魏丽萍", 2017-11-1, 377（52张插图）, 69.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787520110266,8.5,394,https://book.douban.com/subject/27086018/
1453 : 君士坦丁堡之战,[英] 罗杰·克劳利, 社会科学文献出版社·甲骨文,陆大鹏, 2014-6, 392, 49.00元,地中海史诗三部曲,https://book.douban.com/series/23891, 9787509745120,9.0,6146,https://book.douban.com/subject/25891318/
财富之城 : 威尼斯海洋霸权,[英] 罗杰·克劳利, 社会科学文献出版社,"陆大鹏,张骋", 2015-2-1, 498, 58.00元,地中海史诗三部曲,https://book.douban.com/series/23891, 9787509770177,8.9,2918,https://book.douban.com/subject/26296352/
滑铁卢 : 四天、三支大军和三场战役的历史,[英] 伯纳德·康沃尔, 社会科学文献出版社,陆大鹏, 2016-1-1, 471, 79.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787509783818,8.3,714,https://book.douban.com/subject/26686622/
纵乐的困惑 : 明代的商业与文化,[加拿大]            卜正民, 生活·读书·新知三联书店,"方骏,王秀丽,罗天佑", 2004-01-01, 332, 20.00,,, 9787108020062,8.3,638,https://book.douban.com/subject/1025547/
同治中兴 : 中国保守主义的最后抵抗（1862-1874）,[美国]            芮玛丽, 中国社会科学出版社,房德邻 等, 2002-1, 395, 24.00元,中国近代史研究译丛,https://book.douban.com/series/335, 9787500432586,7.7,571,https://book.douban.com/subject/1046117/
权势转移 : 近代中国的思想与社会（修订版）,罗志田, 北京师范大学出版社,, 2014-1-1, 330, 48.00元,中华学人丛书,https://book.douban.com/series/21546, 9787303171538,8.8,588,https://book.douban.com/subject/25789370/
五四运动史 : 现代中国的知识革命,[美]周策纵, 世界图书出版公司,"陈永明,张静", 2016-3, 470, 99.80元,汗青堂,https://book.douban.com/series/33744, 9787510078699,8.9,819,https://book.douban.com/subject/25879507/
国民党高层的派系政治 : 蒋介石“最高领袖”地位的确立（修订本）,金以林, 社会科学文献出版社,, 2016-7, 580, 79.00元,甲骨文丛书,https://book.douban.com/series/23971, 9787509775042,8.1,999,https://book.douban.com/subject/26830337/
毛泽东、斯大林与朝鲜战争 ,沈志华, 广东人民出版社,, 2013-2, 430, 58.00元,,, 9787218044118,8.8,2260,https://book.douban.com/subject/1009529/
毛泽东与莫斯科的恩恩怨怨 ,杨奎松, 江西人民出版社,, 2005-05-01, 665, 72.00,,, 9787210021278,8.8,1087,https://book.douban.com/subject/1280568/
国民党的“联共”与“反共” : 中国国民党史,杨奎松, 社会科学文献出版社,, 2008-1, 752, 88.00元,,, 9787802309630,8.9,1217,https://book.douban.com/subject/2713409/
地方督抚与清末新政（增订版） : 晚清权力格局再研究,李细珠, 社会科学文献出版社,, 2018-5, 668, 248.00元,社科文献学术文库·文史哲研究系列,https://book.douban.com/series/45447, 9787520128995,8.2,58,https://book.douban.com/subject/30288955/
叫魂 : 1768年中国妖术大恐慌,[美国]            孔飞力, 生活·读书·新知三联书店 上海三联书店,"陈兼,刘昶", 2012-5, 368, 38.00元,孔飞力著作集,https://book.douban.com/series/20863, 9787108037909,9.0,21891,https://book.douban.com/subject/10471333/
宅兹中国 : 重建有关“中国”的历史论述,葛兆光, 中华书局,, 2011-2-1, 330, 39.00元,,, 9787101077643,8.3,2704,https://book.douban.com/subject/5988185/
作为方法的中国 ,[日] 沟口雄三, 生活·读书·新知三联书店,孙军悦, 2011-2, 305, 36.00元,沟口雄三著作集,https://book.douban.com/series/8227, 9787108036056,9.0,623,https://book.douban.com/subject/5914497/
当代中国政府与政治 ,景跃进                   /                        陈明明                   /                        肖滨, 中国人民大学出版社,, 2016-1, 279, 36.00元,新编21世纪公共管理系列教材,https://book.douban.com/series/36681, 9787300220055,9.0,1065,https://book.douban.com/subject/26665157/
现代政治思想的基础（上、下卷） ,[英国]            昆廷·斯金纳, 译林出版社,"奚瑞森,亚方", 2011-1, 827, 98.00元,西方政治思想译丛,https://book.douban.com/series/5515, 9787544715638,9.4,189,https://book.douban.com/subject/6041368/
白鹿原 ,陈忠实, 人民文学出版社,, 1997-12, 677, 28.00元,茅盾文学奖获奖书系,https://book.douban.com/series/4272, 9787020026906,8.7,106732,https://book.douban.com/subject/1085799/
西游记（全二册） ,吴承恩            / 校注                    黄肃秋, 人民文学出版社,黄肃秋 注释, 2004-8, 1198, 47.20元,中国古典文学读本丛书,https://book.douban.com/series/106, 9787020008735,8.9,65929,https://book.douban.com/subject/1029553/
边城 ,沈从文          /                    黄永玉            / 绘者                    卓雅, 北岳文艺出版社,, 2002-4, 174, 12.00元,沈从文作品(插图本),https://book.douban.com/series/12947, 9787537823425,8.7,193837,https://book.douban.com/subject/1057244/
白夜行 ,[日本]            东野圭吾, 南海出版公司,刘姿君, 2008-9, 467, 29.80元,新经典文库·东野圭吾作品,https://book.douban.com/series/868, 9787544242516,9.1,469394,https://book.douban.com/subject/3259440/
盗墓笔记 : 七星鲁王宫,南派三叔, 中国友谊出版公司,, 2007-1, 265, 26.80元,盗墓笔记,https://book.douban.com/series/2308, 9787505722835,8.3,162368,https://book.douban.com/subject/1948901/
三体Ⅲ : 死神永生,刘慈欣, 重庆出版社,, 2010-11, 513, 38.00元,科幻世界·中国科幻基石丛书,https://book.douban.com/series/38, 9787229030933,9.2,226273,https://book.douban.com/subject/5363767/
嫌疑人X的献身 ,[日本]            东野圭吾, 南海出版公司,刘子倩, 2008-9, 251, 28.00,新经典文库·东野圭吾作品,https://book.douban.com/series/868, 9787544241694,8.9,445347,https://book.douban.com/subject/3211779/
狼图腾 ,姜戎, 长江文艺出版社,, 2004-4, 408, 32.00元,,, 9787535427304,8.2,148380,https://book.douban.com/subject/1022060/
天龙八部 ,金庸, 生活·读书·新知三联书店,, 1994-5, 1978, 96.00元,金庸作品集（三联版）,https://book.douban.com/series/481, 9787108006721,9.1,111568,https://book.douban.com/subject/1255625/
十六世纪明代中国之财政与税收 ,[美国]            黄仁宇, 生活·读书·新知三联书店,"阿风,许文继,倪玉平,徐卫东", 2001-6, 459, 25.00元,黄仁宇作品系列,https://book.douban.com/series/771, 9787108015464,8.5,1240,https://book.douban.com/subject/1006419/
乡土中国 ,费孝通, 上海人民出版社,, 2006-4, 426, 38.00,名家名著·文化史,https://book.douban.com/series/4686, 9787208062153,9.2,48752,https://book.douban.com/subject/1795079/
武士道 ,[日]            新渡户稻造, 商务印书馆,张俊彦, 1993-2, 109, 7.00,日本丛书,https://book.douban.com/series/2281, 9787100012690,7.7,2800,https://book.douban.com/subject/1013058/
乌合之众 : 大众心理研究,（法）勒庞, 中央编译出版社,冯克利, 2014-5-1, 183, 16.00元,,, 9787801093660,8.2,106896,https://book.douban.com/subject/1012611/
娱乐至死 ,[美国]            尼尔·波兹曼, 广西师范大学出版社,章艳, 2011-6, 188, 29.80元,理想国 人文精选,https://book.douban.com/series/9757, 9787563344970,8.5,36844,https://book.douban.com/subject/1062193/
江村经济 : 中国农民的生活,费孝通, 商务印书馆,, 2001-3, 356, 26.00元,商务印书馆文库,https://book.douban.com/series/255, 9787100027953,9.0,5841,https://book.douban.com/subject/1325507/
社会契约论 ,卢梭, 商务印书馆,何兆武, 2003-2-1, 197, 18.00元,汉译世界学术名著丛书·政治法律社会,https://book.douban.com/series/27, 9787100037259,8.8,15364,https://book.douban.com/subject/1277981/
